AthleteID,Sex,BestMedal,NSeasons
121933,M,None,3
121934,F,None,1
121935,M,None,1
121936,M,None,4
121937,M,None,1
121938,F,None,1
121939,M,Silver,1
12194,M,None,1
121940,M,Bronze,2
121942,M,Silver,3
121943,M,None,1
121944,F,Silver,1
121945,F,Gold,2
121946,F,None,1
121947,M,None,1
121948,F,None,1
121949,F,None,1
12195,M,None,1
121950,F,None,1
121951,M,Silver,1
121952,M,None,1
121953,F,None,1
121954,F,None,1
121955,M,None,1
121956,M,None,3
121957,M,Silver,2
121958,M,None,1
121959,F,None,1
12196,M,None,1
121960,M,Gold,1
121961,M,None,1
121962,M,Bronze,1
121963,M,None,1
121964,M,None,1
121965,M,None,1
121966,M,None,1
121967,M,Bronze,1
121968,M,None,1
121969,M,None,1
12197,M,None,2
121970,M,None,1
121971,M,None,1
121972,F,None,1
121973,M,None,2
121974,M,None,1
121975,M,None,1
121976,M,None,1
121977,M,Silver,2
121979,M,None,1
12198,M,None,1
121980,F,None,1
121981,M,Silver,3
121982,M,None,1
121983,M,None,1
121984,F,None,2
121985,M,Gold,1
121986,F,None,1
121987,M,Silver,1
121988,F,None,1
12199,M,None,1
121990,F,None,1
121992,M,None,1
121993,M,None,2
121994,F,None,1
121995,F,None,1
121996,F,None,1
121997,M,Bronze,3
121998,M,None,1
121999,F,None,1
122,M,None,1
1220,M,Gold,1
12200,M,Gold,1
122000,F,None,1
122001,M,None,2
122002,F,None,2
122003,M,None,1
122004,F,Bronze,2
122005,M,Silver,2
122006,M,None,1
122007,M,Gold,1
122008,M,None,1
122009,M,None,4
12201,F,None,1
122010,M,Bronze,1
122011,M,None,1
122012,M,None,1
122013,F,None,2
122014,F,None,1
122015,M,Bronze,2
122016,M,None,1
122017,M,None,1
122018,M,None,1
122019,F,None,2
12202,M,None,1
122020,M,Silver,1
122021,M,None,1
122022,M,None,2
122023,F,None,1
122024,F,None,1
122025,F,None,1
122026,M,None,1
122027,M,None,1
122028,F,None,1
122029,M,Bronze,1
12203,M,Bronze,1
122030,M,Bronze,1
122031,M,None,1
122032,M,None,2
122034,M,None,1
122035,M,None,1
122036,F,Silver,1
122037,F,None,1
122038,M,None,2
122039,M,None,1
12204,M,None,1
122040,M,None,1
122041,F,None,1
122042,M,None,3
122043,F,None,1
122044,F,None,1
122045,M,Bronze,1
122046,M,None,1
122047,M,None,1
122048,M,None,2
122049,M,None,1
12205,M,None,1
122050,M,None,1
122051,M,None,1
122052,F,None,1
122053,M,None,1
122054,M,None,1
122056,M,None,1
122057,M,None,1
122058,M,Bronze,1
122059,M,None,1
12206,F,Silver,2
122060,M,None,1
122061,F,None,1
122062,M,None,3
122063,F,None,1
122064,M,Silver,1
122065,F,Bronze,1
122066,F,None,1
122067,M,None,1
122068,M,None,4
122069,M,None,2
12207,M,None,1
122070,M,None,1
122071,F,Gold,2
122072,M,None,1
122073,M,None,1
122074,F,None,2
122075,M,None,2
122076,M,None,2
122077,F,Gold,3
122078,M,Gold,1
122079,M,None,2
12208,M,None,1
122080,M,None,2
122081,F,None,1
122082,M,None,1
122083,M,None,1
122084,M,None,3
122085,M,Silver,1
122086,M,Bronze,1
122087,M,None,1
122088,F,None,1
122089,F,None,1
12209,M,Bronze,3
122090,M,None,1
122091,M,None,1
122092,M,Gold,1
122093,M,Bronze,1
122094,M,None,2
122095,M,None,1
122096,M,Gold,3
122097,F,Gold,1
122098,M,None,1
122099,M,Silver,1
1221,F,Gold,2
12210,M,None,1
122100,M,None,1
122102,M,None,1
122103,M,None,1
122104,M,None,1
122105,F,None,1
122106,M,None,2
122107,F,None,1
122108,M,None,1
122109,M,None,1
12211,M,Bronze,1
122110,M,None,1
122111,F,None,1
122112,M,None,1
122113,M,Silver,4
122114,M,None,1
122115,M,Gold,2
122117,M,Gold,2
122118,M,None,1
122119,M,None,2
12212,M,None,1
122120,M,Gold,2
122121,M,None,1
122122,F,None,1
122123,M,None,2
122124,M,Gold,2
122127,F,None,1
122128,F,None,2
122129,M,None,3
12213,F,None,1
122130,M,None,4
122131,M,None,2
122132,F,None,1
122133,M,None,1
122134,M,None,1
122135,M,None,1
122136,M,None,1
122137,M,None,2
122138,F,None,2
122139,M,None,1
12214,M,Bronze,2
122140,F,Silver,1
122141,M,None,2
122142,M,None,2
122143,M,Gold,1
122144,M,None,1
122145,F,None,2
122146,F,None,1
122147,M,None,1
122148,M,None,1
122149,M,Silver,3
12215,M,None,1
122150,M,None,1
122151,M,None,1
122153,M,None,2
122154,F,Bronze,2
122155,F,None,2
122156,M,None,1
122157,M,None,1
122158,M,None,1
122159,F,None,1
12216,F,None,1
122160,M,None,1
122161,F,None,1
122162,M,None,2
122163,F,None,1
122164,M,None,1
122165,M,None,4
122166,F,None,1
122167,M,None,1
122168,F,None,1
122169,F,None,2
12217,M,None,1
122170,M,Silver,1
122171,F,Silver,1
122172,F,None,1
122173,M,None,2
122175,M,None,2
122176,M,None,1
122177,F,None,1
122178,M,None,1
122179,M,None,1
12218,M,None,1
122180,F,None,2
122181,F,None,1
122182,M,Silver,1
122183,M,None,1
122184,M,None,2
122185,F,None,3
122186,M,None,1
122187,F,None,2
122188,M,Bronze,2
122189,M,None,1
12219,M,None,1
122190,F,None,1
122191,M,None,3
122192,M,None,3
122193,F,None,1
122194,F,None,3
122195,M,None,5
122196,M,None,1
122197,M,None,3
122199,M,None,2
1222,M,None,2
12220,M,None,1
122200,M,Gold,1
122201,M,None,1
122203,F,None,1
122204,F,None,2
122205,M,None,1
122206,F,Silver,1
122207,F,None,1
122208,M,None,2
122209,F,None,1
12221,M,None,4
122210,M,None,1
122211,M,None,1
122212,M,Silver,2
122213,M,None,2
122214,M,Silver,1
122215,M,None,1
122216,M,None,1
122217,M,None,1
122218,M,Bronze,1
122219,M,None,1
12222,M,None,1
122220,F,None,1
122221,M,None,2
122222,F,Silver,2
122223,F,None,2
122224,F,None,1
122225,M,None,3
122226,F,None,1
122228,F,None,1
122229,F,None,1
12223,F,None,1
122230,M,None,1
122231,M,Silver,1
122233,M,None,1
122234,M,None,1
122235,M,None,1
122236,F,None,1
122237,M,Silver,2
122238,M,Silver,2
122239,M,None,1
12224,F,None,1
122240,M,None,1
122241,F,None,1
122242,M,None,1
122243,F,None,1
122244,M,None,2
122245,M,None,1
122246,M,None,2
122247,M,Silver,1
122248,M,None,1
122249,M,None,1
12225,M,None,2
122250,F,None,2
122251,M,None,3
122252,F,None,1
122253,M,None,1
122254,F,None,1
122255,F,None,2
122256,F,None,1
122257,M,None,1
122258,F,None,1
122259,M,None,1
12226,M,None,1
122260,F,None,1
122261,M,None,1
122262,F,None,1
122263,M,Gold,2
122264,F,None,1
122265,M,None,2
122266,M,None,1
122267,M,Silver,1
122268,M,None,1
122269,F,None,1
12227,F,Silver,1
122270,F,None,1
122271,F,Bronze,1
122272,M,Bronze,3
122273,M,None,1
122274,F,Bronze,2
122275,M,None,2
122276,M,None,1
122277,M,None,2
122278,M,None,1
122279,M,None,1
12228,M,None,1
122280,M,None,2
122281,M,None,2
122282,M,None,1
122283,M,None,1
122284,M,None,1
122285,M,None,1
122286,M,None,1
122287,M,None,1
122289,M,None,1
12229,F,None,2
122290,M,None,1
122291,F,None,1
122292,M,None,2
122293,F,None,1
122294,F,None,1
122295,M,None,1
122296,F,None,2
122297,F,Bronze,2
122298,F,None,2
122299,M,None,1
1223,M,None,1
12230,F,None,1
122300,M,None,1
122301,F,None,2
122302,M,Gold,3
122304,F,None,3
122305,M,Bronze,2
122306,F,None,1
122307,F,Bronze,2
122308,M,None,2
122309,M,Gold,1
12231,M,None,1
122310,M,None,1
122311,M,None,1
122312,F,None,1
122313,M,None,1
122314,M,None,2
122315,M,None,3
122316,F,None,2
122319,M,None,2
12232,F,None,1
122320,M,None,1
122321,M,Gold,1
122323,M,None,1
122324,M,None,1
122325,F,Gold,2
122326,M,None,1
122327,F,None,1
12233,F,None,2
122330,F,None,1
122331,M,None,3
122332,F,None,1
122333,M,Bronze,1
122334,M,Bronze,1
122335,M,None,1
122336,M,None,1
122337,M,None,1
122338,M,None,1
122339,F,None,2
12234,M,None,2
122340,F,None,2
122341,F,None,1
122342,M,None,1
122343,M,None,1
122344,M,None,1
122346,M,None,1
122347,M,None,1
122348,M,None,1
122349,M,Silver,2
12235,M,None,1
122350,M,None,1
122351,F,None,1
122352,M,None,1
122353,M,Silver,2
122354,M,None,1
122355,F,None,1
122356,F,Bronze,1
122357,M,None,1
122358,F,None,1
12236,M,None,1
122360,F,Gold,3
122361,F,Gold,2
122362,M,None,1
122363,M,None,1
122364,F,None,1
122365,M,None,1
122366,F,None,1
122367,F,None,2
122368,M,None,3
122369,F,None,1
12237,F,None,1
122370,F,None,1
122372,F,None,1
122373,M,None,1
122374,M,Bronze,1
122375,F,None,1
122376,M,None,2
122377,M,None,1
122378,M,None,2
122379,M,None,1
12238,M,None,2
122380,M,None,2
122381,M,None,1
122382,F,None,1
122383,F,Bronze,1
122384,F,None,1
122385,M,None,1
122386,M,None,2
122387,M,None,1
122388,F,None,1
122389,F,None,1
12239,M,None,1
122390,F,Gold,2
122391,F,None,1
122392,M,Gold,3
122393,M,Silver,1
122394,M,Gold,3
122395,M,None,1
122396,M,None,1
122397,F,None,1
122398,M,Silver,1
122399,F,None,1
1224,M,None,1
122400,M,None,1
122401,M,None,4
122402,F,None,1
122403,F,None,1
122404,M,None,1
122405,M,None,1
122406,M,None,2
122407,M,None,1
122408,F,Gold,5
122409,M,None,1
12241,M,None,1
122410,M,None,3
122411,M,None,2
122412,M,Silver,1
122413,M,None,1
122414,F,None,2
122415,M,Gold,2
122416,M,None,2
122417,M,None,1
122419,M,None,1
12242,F,None,1
122420,M,Gold,2
122422,M,None,1
122423,F,None,3
122424,M,Silver,2
122425,M,None,1
122426,F,None,1
122428,M,None,1
122429,M,None,1
12243,M,None,1
122430,M,None,1
122431,M,None,1
122432,M,None,1
122433,M,None,1
122434,F,None,1
122435,M,None,2
122436,M,None,1
122437,M,None,3
122438,M,None,1
122439,M,Gold,3
12244,M,Gold,3
122440,M,Bronze,1
122441,F,None,3
122442,M,Gold,2
122443,M,None,2
122444,F,None,1
122445,F,Silver,1
122446,F,Bronze,1
122447,F,None,1
122448,F,None,1
122449,F,None,1
12245,F,None,1
122450,M,None,2
122451,M,None,4
122452,F,None,1
122453,M,None,1
122454,M,None,1
122455,M,None,1
122456,M,None,1
122457,F,None,1
122458,M,None,1
122459,F,None,1
12246,M,None,1
122460,F,None,1
122461,F,None,1
122462,M,None,1
122463,M,None,4
122464,M,Bronze,1
122465,M,None,1
122466,M,Silver,4
122467,M,None,1
122468,M,None,1
122469,M,Gold,1
12247,M,None,2
122470,F,None,1
122471,M,None,1
122472,M,None,1
122473,M,Bronze,2
122474,F,None,1
122475,M,Gold,3
122476,F,None,1
122477,M,None,1
122478,M,None,1
122479,M,Silver,1
12248,F,Gold,1
122480,M,None,1
122481,F,None,1
122482,M,None,1
122483,M,None,2
122484,M,None,1
122485,M,None,2
122486,M,None,1
122487,F,None,2
122488,M,None,2
122489,M,None,1
12249,M,None,1
122490,M,None,2
122491,M,Gold,1
122492,M,None,2
122493,M,None,1
122494,M,Bronze,2
122495,M,Gold,2
122496,M,None,2
122497,M,None,1
122498,F,None,3
122499,M,None,1
1225,M,None,1
12250,F,Silver,2
122500,F,None,3
122501,M,None,1
122502,M,None,1
122503,M,None,4
122504,F,None,1
122505,M,None,2
122506,M,None,1
122507,M,None,1
122508,M,None,1
122509,F,None,1
12251,M,None,2
122510,F,None,1
122511,M,Bronze,3
122512,M,None,1
122513,F,Bronze,1
122514,M,None,1
122515,F,None,1
122516,M,Silver,2
122517,M,None,1
122518,F,Gold,2
122519,F,None,1
12252,M,None,1
122520,F,None,1
122521,F,None,2
122522,M,None,2
122523,M,None,2
122524,M,None,1
122525,M,None,1
122526,M,Silver,3
122527,M,None,3
122528,M,None,1
122529,M,None,1
12253,F,None,1
122530,M,Gold,6
122531,M,Silver,1
122532,F,None,1
122533,M,None,2
122535,M,None,1
122536,F,Bronze,1
122537,M,Bronze,2
122538,M,None,1
122539,M,None,1
12254,F,None,1
122541,F,Silver,1
122542,F,None,2
122543,M,None,1
122544,F,None,1
122545,M,None,1
122546,M,None,2
122547,F,None,2
122548,M,Gold,1
122549,M,None,1
12255,M,None,1
122550,M,Gold,3
122551,M,None,1
122552,M,None,1
122553,M,None,1
122554,M,None,1
122555,F,None,1
122556,M,Gold,2
122557,M,None,1
122558,M,None,1
122559,M,Bronze,1
12256,M,None,1
122560,F,None,1
122561,M,None,1
122563,M,Bronze,1
122564,M,None,1
122565,M,None,1
122566,F,None,1
122567,M,Silver,1
122568,M,None,1
122569,M,None,1
12257,M,Gold,1
122570,M,None,1
122571,M,None,1
122572,M,None,1
122573,M,None,1
122574,M,Bronze,1
122575,F,None,2
122576,F,None,1
122577,M,None,1
122578,M,None,1
122579,M,None,1
12258,M,None,1
122580,M,None,1
122581,M,Silver,1
122583,M,None,2
122584,F,Gold,4
122585,M,None,1
122586,M,Bronze,1
122587,F,None,1
122588,M,None,1
122589,M,None,1
12259,F,None,1
122590,M,None,1
122592,M,None,1
122593,M,None,1
122594,F,None,1
122595,M,None,2
122596,M,None,1
122597,F,None,2
122598,M,None,1
122599,F,None,1
1226,M,None,1
12260,M,Silver,2
122600,M,None,1
122601,M,None,1
122602,M,None,1
122603,M,None,2
122604,F,Silver,2
122605,M,None,1
122606,M,Bronze,2
122607,M,Bronze,1
122608,F,None,1
122609,M,Silver,2
12261,M,None,2
122610,M,None,2
122611,M,None,2
122612,M,None,1
122613,M,None,1
122614,M,None,1
122615,F,None,1
122616,M,None,1
122617,M,None,2
122618,M,None,1
122619,F,None,1
12262,M,None,1
122620,M,Bronze,1
122621,F,None,1
122622,M,Gold,1
122623,F,None,1
122624,M,None,1
122625,F,None,2
122626,F,None,1
122627,F,None,1
122628,M,None,1
122629,M,None,3
12263,M,None,1
122630,F,None,1
122631,F,None,2
122632,M,None,1
122633,F,None,1
122634,F,Gold,2
122635,M,None,1
122636,F,None,1
122637,M,Bronze,1
122638,M,None,1
122639,M,None,1
12264,M,None,2
122641,M,None,2
122642,M,None,1
122643,F,Bronze,1
122644,M,None,1
122645,M,None,1
122646,M,None,2
122647,M,Silver,1
122648,F,Bronze,2
122649,M,None,1
12265,F,None,1
122650,F,Bronze,2
122651,F,None,1
122652,F,None,2
122653,M,Silver,2
122654,M,None,1
122655,M,None,1
122656,M,None,1
122657,M,None,2
122658,M,None,1
122659,M,None,1
12266,M,None,1
122660,M,None,1
122661,M,None,2
122662,M,None,1
122663,M,None,1
122664,M,None,1
122665,M,None,1
122666,M,Bronze,1
122667,M,None,2
122668,M,None,1
122669,M,None,1
12267,M,None,1
122670,M,None,1
122671,M,None,1
122672,F,None,1
122673,M,None,1
122674,M,None,1
122675,M,None,1
122676,M,None,2
122677,M,None,1
122678,M,None,1
122679,M,None,1
12268,M,None,1
122680,M,None,1
122682,F,None,1
122683,M,Silver,2
122684,M,Silver,1
122685,M,None,1
122686,F,None,2
122687,M,None,1
122688,M,None,1
122689,M,None,1
12269,M,Gold,1
122690,F,Gold,3
122691,F,None,1
122692,F,None,1
122693,M,None,1
122694,M,None,1
122695,M,None,1
122696,M,None,2
122697,M,None,1
122698,M,None,1
122699,F,None,2
1227,M,None,1
12270,M,None,2
122700,M,Gold,2
122701,F,None,1
122702,M,None,1
122703,F,None,1
122704,F,None,1
122705,M,None,1
122706,M,None,1
122707,F,None,1
122708,M,None,2
122709,M,None,1
12271,M,None,1
122710,M,None,1
122711,M,None,1
122712,F,None,1
122713,F,Silver,2
122714,M,Bronze,2
122715,F,None,3
122716,F,None,1
122717,M,None,1
122718,M,None,1
122719,M,None,1
12272,M,None,1
122720,M,None,1
122721,M,None,2
122722,M,None,1
122724,M,Gold,2
122726,F,Gold,3
122727,F,Silver,2
122728,M,None,1
122729,M,None,1
12273,M,Bronze,1
122731,M,None,2
122732,M,None,1
122733,M,Gold,1
122734,M,Bronze,2
122735,M,None,1
122736,F,None,1
122737,M,None,1
122738,M,None,1
122739,M,None,1
12274,M,None,1
122740,M,None,1
122741,M,None,1
122743,M,None,1
122744,M,Gold,2
122745,M,Silver,3
122746,M,Bronze,2
122747,M,None,1
122748,M,Bronze,1
12275,M,None,1
122750,M,None,1
122751,M,Gold,1
122752,M,Gold,1
122753,M,Bronze,1
122754,M,Gold,1
122755,F,Bronze,1
122756,M,None,2
122757,M,None,1
122758,F,Gold,1
122759,M,None,3
12276,M,None,3
122760,F,None,2
122761,F,None,1
122762,M,None,1
122763,M,None,1
122764,M,None,2
122765,F,Gold,3
122766,M,None,3
122767,M,Gold,1
122769,M,None,1
12277,M,None,2
122770,F,Silver,1
122771,M,None,1
122772,F,None,1
122773,M,None,3
122774,M,None,1
122776,M,Bronze,2
122777,M,None,1
122778,M,None,1
122779,M,None,1
12278,F,Bronze,1
122780,M,None,1
122781,M,Gold,1
122782,F,None,1
122783,F,Silver,1
122784,M,Bronze,3
122785,M,None,1
122786,M,Gold,1
122787,M,None,1
122788,F,Bronze,1
122789,F,None,1
12279,M,Silver,1
122790,M,None,2
122791,M,None,2
122792,F,None,1
122793,M,None,1
122794,M,None,1
122795,M,Gold,1
122796,F,None,1
122797,M,Gold,1
122798,M,None,2
122799,M,None,2
1228,M,None,1
12280,M,Gold,1
122800,M,None,2
122801,M,None,1
122802,M,None,1
122803,M,None,1
122804,F,None,1
122805,M,None,1
122806,F,None,3
122807,F,None,2
122808,F,None,2
122809,F,None,2
12281,M,Gold,1
122810,M,None,1
122811,M,None,1
122812,M,None,1
122813,M,Bronze,1
122814,M,None,1
122815,M,None,2
122816,M,None,1
122818,F,None,1
122819,M,None,1
12282,M,Gold,1
122820,M,None,1
122821,M,None,1
122822,M,None,1
122823,M,None,2
122824,M,Silver,1
122825,M,None,1
122826,F,None,1
122828,F,None,1
122829,M,None,2
12283,M,None,1
122830,M,None,1
122831,M,Gold,1
122832,M,None,1
122833,F,None,1
122834,M,None,1
122835,M,None,1
122836,M,None,1
122837,M,None,1
122838,M,None,1
122839,M,None,1
122840,F,None,2
122841,F,None,1
122842,M,None,1
122843,M,None,1
122844,F,Bronze,1
122845,M,None,1
122846,M,None,1
122847,M,None,1
122848,M,None,1
122849,F,None,1
12285,M,None,1
122850,M,Bronze,4
122851,M,None,1
122852,M,None,1
122853,F,None,1
122854,M,None,1
122855,F,None,1
122856,F,None,2
122857,M,None,1
122858,F,Silver,1
122859,M,None,1
12286,M,Silver,4
122860,M,None,1
122861,M,Silver,1
122862,F,None,1
122863,M,Silver,1
122864,M,Bronze,2
122865,M,None,1
122866,M,None,1
122867,F,None,1
122868,M,None,1
122869,M,None,1
12287,M,Silver,2
122870,M,None,1
122871,F,None,3
122872,F,None,1
122874,M,None,2
122875,M,Gold,3
122876,M,None,1
122877,M,None,1
122878,M,None,1
122879,M,None,2
12288,M,Bronze,2
122880,M,None,1
122881,M,Gold,1
122882,F,None,1
122883,M,None,1
122885,M,None,2
122886,M,None,3
122887,F,None,1
122889,M,None,1
12289,M,None,1
122890,M,None,1
122891,F,None,1
122892,M,None,1
122893,M,None,3
122894,F,None,1
122895,M,None,1
122896,M,None,1
122897,M,Bronze,1
122898,M,None,1
122899,M,Silver,1
1229,M,None,1
12290,F,Gold,3
122900,M,None,2
122901,M,Silver,2
122902,M,None,1
122903,M,None,1
122904,M,None,1
122905,F,None,2
122907,M,Bronze,2
122909,M,Gold,1
12291,F,Gold,2
122910,F,None,2
122911,M,None,1
122912,M,None,3
122913,M,None,1
122914,F,Bronze,3
122915,M,None,2
122916,F,None,2
122917,M,None,1
122918,F,None,3
122919,F,Gold,2
12292,M,None,1
122920,F,Silver,3
122921,M,None,1
122922,F,None,2
122923,M,None,1
122924,M,None,1
122925,M,None,2
122926,F,None,1
122927,M,Bronze,1
122928,M,None,1
122929,F,None,1
122930,M,None,1
122931,M,None,1
122934,M,None,2
122935,M,Gold,3
122936,M,None,1
122937,M,Silver,1
122938,M,Bronze,1
122939,F,Gold,1
12294,M,None,1
122940,M,Gold,2
122941,M,Gold,1
122942,M,None,1
122943,F,None,2
122944,M,None,1
122945,M,None,1
122946,F,Bronze,1
122947,M,None,1
122948,M,None,2
122949,M,None,1
12295,M,None,1
122950,M,None,2
122951,M,None,1
122952,F,None,2
122953,M,None,1
122954,M,Silver,3
122955,F,Gold,2
122956,M,None,2
122957,M,None,1
122958,M,None,2
122959,M,None,1
122960,M,None,2
122962,F,None,2
122963,M,None,2
122965,M,None,1
122966,M,None,1
122968,M,None,1
122969,M,Silver,2
12297,M,None,1
122970,F,None,1
122971,M,Silver,1
122972,M,Bronze,1
122973,M,None,1
122974,F,Gold,2
122975,M,Bronze,1
122976,M,Bronze,2
122977,F,None,1
122978,M,Gold,1
122979,M,None,1
12298,M,None,1
122980,M,None,3
122981,F,Silver,3
122982,M,None,3
122983,M,None,1
122984,M,None,1
122986,M,None,2
122987,M,Gold,3
122988,F,None,1
122989,M,Bronze,1
12299,M,None,1
122990,M,Bronze,1
122991,M,Gold,1
122992,M,Gold,1
122993,M,None,1
122994,M,None,2
122995,M,None,1
122996,M,Gold,1
122997,F,None,1
122998,F,Gold,1
122999,F,None,1
123,M,None,3
1230,M,None,1
12300,F,None,1
123000,F,Gold,2
123001,F,None,1
123002,M,None,3
123003,F,None,1
123004,F,None,1
123007,F,None,1
123009,M,None,1
12301,M,Silver,2
123012,M,None,2
123013,M,None,1
123014,M,None,2
123016,M,None,1
123018,F,None,2
123019,M,None,2
12302,M,None,1
123020,F,None,1
123021,M,None,3
123022,F,Silver,1
123023,M,None,1
123024,M,None,1
123025,M,None,1
123026,F,None,1
123027,M,None,1
123028,M,None,1
123029,M,None,1
12303,M,Silver,1
123030,F,None,1
123031,F,None,1
123032,M,None,2
123033,M,None,2
123034,M,Gold,3
123035,F,None,2
123036,M,None,2
123038,M,None,1
123039,M,None,2
12304,M,None,1
123040,M,None,1
123041,M,None,1
123042,M,None,1
123043,M,None,2
123044,F,None,1
123045,F,None,1
123046,F,None,1
123047,M,None,1
123048,M,None,1
123049,F,None,2
12305,M,None,1
123050,M,None,1
123051,M,None,2
123053,F,None,2
123054,M,None,1
123055,M,None,1
123056,M,Gold,3
123057,M,None,1
123058,M,None,2
123059,M,None,2
12306,F,None,1
123060,M,Gold,2
123061,F,None,1
123062,F,None,1
123063,M,None,1
123064,M,None,1
123065,F,None,1
123066,F,None,1
123067,M,None,2
123068,M,None,1
123069,F,None,1
12307,M,Silver,3
123070,M,None,2
123071,M,Gold,1
123072,M,None,1
123073,M,None,1
123074,M,None,2
123076,M,None,1
123077,M,None,2
123078,M,Silver,3
123079,M,None,1
12308,M,None,1
123080,M,None,2
123081,F,None,2
123082,M,None,2
123084,M,None,1
123085,F,None,1
123086,M,None,1
123087,M,Bronze,1
123088,M,Gold,2
123089,F,None,1
12309,M,None,1
123090,M,Gold,1
123091,F,None,2
123092,F,None,1
123093,F,None,1
123094,F,None,1
123095,M,None,2
123096,M,None,1
123097,M,Silver,3
123098,M,None,1
123099,M,None,2
1231,M,None,1
12310,M,None,1
123100,M,None,2
123101,F,None,1
123102,M,None,1
123103,F,None,1
123104,F,None,1
123105,M,Bronze,1
123106,M,None,1
123107,M,None,1
123108,M,None,1
123109,F,None,3
12311,M,None,1
123110,M,None,1
123111,F,Bronze,2
123112,M,None,1
123113,M,None,1
123114,M,None,1
123115,M,None,1
123116,M,Bronze,2
123117,F,None,2
123118,F,None,1
123119,M,None,1
12312,M,Bronze,1
123120,M,Bronze,1
123121,M,None,1
123122,M,None,1
123123,M,None,3
123124,M,None,1
123125,F,None,5
123126,M,Gold,1
123127,M,None,1
123128,F,None,1
123129,M,None,1
12313,F,None,1
123130,M,None,2
123131,F,None,2
123132,F,Gold,3
123133,M,None,1
123134,M,None,1
123135,M,None,1
123136,F,Bronze,1
123137,F,Gold,2
123138,M,None,1
123139,M,Silver,1
12314,M,None,1
123140,F,None,1
123141,M,None,1
123142,M,None,1
123143,M,Gold,2
123144,M,None,1
123145,M,None,2
123146,F,None,1
123147,F,Silver,1
123148,M,Bronze,1
123149,M,None,1
12315,M,Bronze,2
123150,M,None,1
123151,F,None,1
123153,M,None,1
123154,M,Bronze,1
123155,M,Bronze,2
123156,M,None,1
123157,F,None,1
123158,M,None,1
123159,M,Bronze,4
12316,M,None,1
123160,M,None,1
123161,M,None,1
123162,M,None,1
123163,F,None,1
123164,M,Silver,1
123165,F,None,1
123166,M,None,1
123167,M,Gold,2
123168,M,None,2
123169,F,None,1
12317,M,Gold,2
123171,F,None,1
123172,M,None,1
123173,F,None,1
123174,M,None,1
123175,F,None,3
123176,M,None,1
123177,M,None,1
123178,F,None,1
123179,F,None,1
12318,F,None,1
123180,M,None,2
123181,M,Silver,1
123182,M,None,1
123183,F,Silver,2
123184,M,None,1
123185,M,Silver,1
123186,M,None,1
123187,M,None,2
123188,M,None,2
123189,M,Gold,3
12319,M,None,1
123190,F,None,2
123191,M,None,1
123192,M,None,1
123193,F,None,1
123194,M,None,1
123195,M,Bronze,1
123196,M,None,1
123197,F,None,1
123198,M,None,1
123199,F,None,1
1232,F,None,2
12320,M,None,1
123200,M,None,1
123201,F,None,1
123202,M,None,1
123203,M,None,2
123204,M,None,1
123205,M,Gold,1
123206,M,None,1
123207,M,None,2
123208,F,None,1
123209,M,Gold,3
12321,M,None,1
123210,F,None,1
123211,F,None,1
123212,M,Gold,1
123213,F,None,1
123214,F,None,2
123215,M,None,1
123216,F,None,1
123218,M,None,1
123219,M,Gold,3
12322,M,None,2
123220,M,None,1
123221,M,Silver,2
123222,M,Gold,1
123223,M,Bronze,1
123224,M,Silver,1
123225,M,None,1
123226,M,None,1
123227,M,None,1
123228,M,None,1
123229,M,Gold,2
12323,M,None,1
123230,M,None,1
123231,M,Bronze,1
123232,M,None,2
123233,M,None,1
123234,M,Silver,1
123235,M,None,1
123237,M,None,1
123238,M,None,1
123239,M,None,1
123240,M,None,1
123241,F,Gold,1
123242,F,None,1
123243,M,None,1
123244,M,None,1
123245,F,None,1
123246,M,None,1
123247,M,Bronze,1
123248,M,Bronze,3
123249,M,Gold,5
12325,M,None,1
123250,M,None,1
123251,F,None,1
123252,M,None,2
123253,M,Silver,1
123254,M,Gold,3
123255,F,None,1
123256,M,Gold,2
123257,M,None,1
123258,F,None,3
123259,M,None,2
123260,M,None,1
123261,M,Silver,2
123262,M,None,2
123263,M,None,1
123264,F,Gold,3
123265,M,None,1
123266,M,None,1
123267,F,None,1
123268,M,None,1
123269,F,None,1
12327,F,Gold,1
123270,M,Gold,2
123271,M,None,2
123272,M,None,1
123273,M,None,3
123274,M,None,3
123275,M,Bronze,1
123276,M,None,1
123277,M,None,1
123278,M,Silver,2
123279,M,Bronze,2
12328,M,Silver,2
123281,F,None,1
123282,M,None,2
123283,F,None,1
123284,M,Gold,3
123285,M,None,1
123286,M,None,1
123287,F,None,3
123288,M,Bronze,1
123289,M,None,1
12329,M,None,1
123290,M,Gold,2
123291,M,None,1
123292,M,None,1
123293,F,Silver,1
123294,M,Bronze,1
123295,M,Bronze,1
123296,M,None,1
123297,F,None,1
123298,M,Gold,1
123299,M,Gold,2
1233,M,None,1
12330,M,None,1
123300,M,None,1
123301,M,Silver,2
123302,M,None,1
123303,M,None,1
123304,M,None,1
123305,F,None,1
123306,M,None,1
123307,F,None,1
123308,F,None,1
123309,M,None,2
12331,M,Bronze,2
123310,M,None,1
123311,M,None,1
123313,M,None,1
123314,F,None,1
123315,M,None,1
123316,M,Silver,1
123317,F,None,1
123318,F,None,1
123319,M,Silver,1
12332,M,None,1
123320,M,None,1
123321,M,None,1
123322,M,None,1
123323,M,None,1
123324,M,None,1
123325,F,Bronze,2
123326,F,None,1
