AthleteID,Sex,BestMedal,NSeasons
52705,M,None,1
52706,F,None,1
52707,F,None,1
52708,M,None,2
52709,M,None,1
5271,M,None,2
52710,M,None,3
52711,M,None,1
52712,F,None,1
52713,F,None,1
52714,M,None,2
52715,M,None,1
52716,M,Bronze,1
52717,F,None,1
52718,F,None,1
52719,M,None,1
5272,M,None,1
52720,M,None,1
52722,M,None,1
52725,M,None,1
52726,F,None,1
52728,F,None,1
52729,M,None,1
5273,F,None,1
52730,F,None,1
52731,M,Silver,3
52732,M,None,2
52733,M,None,1
52734,M,None,1
52735,M,Gold,2
52736,M,None,1
52737,F,None,2
52738,M,None,1
52739,M,None,2
5274,M,None,1
52740,M,None,1
52741,M,None,1
52742,M,None,1
52743,M,None,1
52744,F,Gold,1
52745,M,None,3
52746,F,None,1
52747,F,None,1
52748,M,None,2
52749,M,None,2
5275,M,Silver,1
52750,M,None,1
52751,M,None,2
52752,M,None,2
52753,M,None,1
52754,F,None,1
52755,M,Gold,1
52756,F,None,1
52757,F,None,1
52758,M,None,2
52759,M,None,1
5276,M,None,1
52760,M,Bronze,4
52761,M,Gold,1
52762,F,None,1
52763,M,None,2
52764,M,None,2
52765,F,Silver,2
52766,F,None,1
52767,M,None,1
52768,F,None,1
52769,M,None,1
5277,F,None,1
52770,M,None,1
52771,M,None,1
52772,M,None,2
52773,M,Silver,1
52774,M,Silver,1
52775,M,None,2
52776,M,None,1
52777,M,None,1
52778,M,None,2
52779,M,None,1
5278,M,None,1
52780,M,None,1
52781,M,None,2
52782,M,None,1
52783,M,None,1
52784,M,None,1
52785,M,None,1
52786,M,Silver,1
52787,M,None,1
52788,M,None,1
52789,M,None,1
5279,M,None,1
52790,M,Gold,1
52791,M,None,1
52792,M,None,2
52793,M,None,1
52794,M,Silver,1
52795,M,None,3
52796,M,Silver,2
52797,M,None,1
52799,M,None,1
528,M,None,2
5280,M,None,1
52800,M,None,1
52801,M,None,1
52802,M,None,1
52803,M,None,1
52804,M,None,1
52805,M,None,1
52806,M,None,1
52807,M,None,1
52808,M,None,1
52809,M,Gold,3
5281,M,None,1
52810,M,None,1
52811,M,None,1
52812,M,None,1
52813,M,None,1
52814,M,None,1
52815,M,None,1
52816,M,Bronze,2
52817,M,None,1
52818,M,None,1
52819,M,None,1
5282,M,None,1
52820,M,None,1
52821,M,None,1
52822,M,None,1
52823,M,None,1
52824,M,Gold,2
52825,M,Gold,1
52826,M,None,1
52827,M,None,1
52828,M,None,1
52829,M,Gold,2
5283,M,None,1
52830,M,None,1
52831,M,None,1
52833,M,None,2
52834,M,None,1
52835,M,None,2
52836,M,Silver,2
52837,M,Silver,1
52838,M,None,1
52839,M,None,1
5284,F,None,1
52840,M,Gold,1
52841,M,None,1
52842,M,None,1
52843,M,Silver,1
52844,M,Silver,1
52845,M,None,1
52846,M,Bronze,2
52847,M,None,2
52848,M,None,1
52849,M,None,1
52850,M,None,1
52851,M,Gold,1
52852,M,Gold,3
52853,M,None,1
52854,M,None,1
52855,M,None,1
52856,M,None,1
52858,F,None,1
52859,F,None,1
5286,M,Gold,1
52860,F,Bronze,1
52861,F,Bronze,3
52862,F,None,1
52863,F,Silver,1
52864,F,Silver,1
52865,F,None,2
52866,F,None,1
52867,F,None,1
52868,F,None,1
52869,F,None,1
5287,F,None,2
52870,F,Silver,1
52871,F,Silver,2
52872,F,None,1
52873,F,None,1
52874,F,None,1
52875,F,Bronze,2
52876,F,None,1
52877,F,Bronze,1
52878,F,None,1
52879,F,None,1
5288,M,Silver,1
52880,F,None,2
52881,F,None,2
52882,F,None,2
52883,M,None,1
52884,M,None,1
52886,M,Silver,1
52887,M,None,1
52888,M,None,1
52889,M,None,1
5289,M,None,1
52890,M,None,1
52891,M,None,2
52892,M,Bronze,1
52893,M,None,1
52894,F,None,1
52895,F,None,1
52896,M,None,1
52897,M,None,2
52898,F,None,1
52899,M,Bronze,2
529,M,Silver,1
5290,M,Bronze,1
52900,F,None,1
52901,F,None,2
52902,F,None,1
52903,M,None,1
52904,F,None,1
52905,M,Silver,1
52906,M,None,1
52907,M,None,1
52908,M,Silver,1
52909,M,None,1
5291,F,None,2
52910,M,None,1
52911,M,None,2
52912,M,Bronze,1
52913,M,None,1
52914,M,None,1
52915,F,None,2
52916,M,Bronze,3
52917,M,Silver,2
52919,M,None,1
5292,M,None,2
52920,M,Gold,2
52921,F,None,1
52922,M,Bronze,2
52923,F,Gold,1
52924,M,Silver,1
52925,M,None,1
52926,M,Bronze,2
52927,M,Silver,2
52928,M,None,2
52929,M,None,1
5293,M,None,3
52930,F,None,2
52931,M,None,1
52932,F,Gold,3
52933,M,None,1
52934,M,None,3
52935,F,None,2
52936,M,None,1
52938,M,None,1
52939,F,Silver,1
5294,F,None,1
52940,M,None,2
52941,F,Bronze,1
52942,M,None,2
52943,F,Silver,2
52944,M,None,2
52945,M,None,1
52946,M,None,1
52947,F,None,1
52948,M,Bronze,1
52949,M,None,1
5295,F,None,1
52950,M,None,2
52951,F,None,4
52952,M,None,1
52953,M,None,3
52954,M,None,1
52955,M,None,1
52956,M,None,1
52957,F,None,1
52958,M,None,1
52959,F,None,3
5296,M,None,1
52960,M,None,1
52961,F,None,1
52962,M,Bronze,2
52963,F,Gold,2
52964,F,None,1
52965,M,None,1
52966,M,None,1
52967,M,None,1
52968,M,None,1
5297,M,None,1
52970,M,Bronze,2
52971,M,None,2
52972,F,Silver,2
52973,M,None,1
52975,M,None,1
52976,M,None,1
52977,F,None,1
52978,M,None,3
52979,M,None,1
5298,M,Bronze,1
52980,M,None,1
52981,M,None,1
52982,M,None,2
52984,M,None,1
52985,F,None,1
52986,F,None,1
52987,M,None,1
52988,M,None,1
52989,M,None,1
5299,F,None,1
52990,F,None,1
52991,M,None,1
52992,M,None,1
52993,F,None,1
52994,F,Gold,2
52996,M,None,1
52997,M,None,1
52998,M,None,1
52999,F,None,1
53,M,None,1
530,M,None,1
5300,M,None,2
53000,F,None,2
53001,M,None,1
53002,F,None,3
53003,M,None,1
53004,M,Silver,1
53005,M,None,1
53006,M,None,2
53007,M,Silver,3
53008,M,None,1
53009,M,None,1
5301,M,None,1
53010,M,None,1
53011,F,Gold,2
53012,M,None,1
53013,M,None,1
53014,F,None,1
53015,M,None,2
53016,M,Silver,2
53017,M,None,2
53018,F,None,1
53019,M,None,1
5302,F,None,1
53020,M,None,1
53021,F,None,1
53022,M,None,1
53023,M,Bronze,1
53025,M,Gold,3
53026,M,None,1
53027,M,None,1
53028,M,None,1
53029,M,None,1
5303,M,None,1
53030,M,None,1
53031,M,Silver,6
53032,F,Silver,2
53033,F,None,1
53034,M,None,2
53035,M,None,1
53036,M,None,1
53037,M,None,2
53038,M,None,2
53039,M,None,1
5304,M,Gold,1
53040,M,None,1
53042,M,None,1
53043,M,None,1
53044,M,None,1
53045,F,None,2
53046,M,None,1
53047,M,None,1
53048,M,None,2
53049,F,None,1
5305,F,None,2
53052,M,None,1
53053,M,None,1
53054,M,None,1
53055,M,Silver,1
53056,M,None,2
53057,M,None,3
53058,M,None,1
53059,M,None,1
5306,F,Bronze,3
53060,M,None,1
53061,M,None,2
53062,M,None,2
53063,M,None,3
53064,M,None,3
53065,M,None,3
53066,M,None,1
53067,M,None,1
53068,F,None,1
53069,M,None,3
5307,F,Silver,2
53070,M,None,1
53071,M,None,1
53072,M,None,1
53073,M,None,1
53074,M,None,1
53075,M,None,1
53076,M,Bronze,1
53078,M,Silver,1
53079,M,Bronze,1
5308,M,None,1
53080,M,None,1
53081,M,None,1
53082,F,None,1
53083,M,Bronze,3
53084,M,None,3
53085,M,None,1
53086,M,Silver,1
53088,F,None,1
53089,M,None,1
5309,M,None,1
53090,M,Gold,1
53091,M,Bronze,3
53092,M,None,3
53093,M,None,1
53094,M,Bronze,1
53096,M,None,1
53097,M,None,1
53098,M,Silver,4
53099,M,None,1
531,M,None,1
5310,M,None,1
53100,M,None,2
53101,M,None,1
53102,M,None,2
53103,M,None,1
53104,M,None,1
53105,M,Bronze,1
53106,M,None,1
53107,F,None,1
53108,M,None,1
53109,F,None,1
5311,M,None,1
53110,M,None,2
53111,M,None,1
53112,M,None,1
53113,M,None,1
53114,F,None,1
53115,M,None,1
53116,F,Bronze,3
53117,F,None,2
53118,F,None,1
53119,M,Gold,1
5312,M,None,1
53120,M,None,1
53121,M,Gold,1
53122,M,None,2
53123,M,None,1
53124,M,None,1
53125,M,None,1
53126,M,None,2
53127,M,None,1
53128,M,Gold,1
53129,F,Silver,4
5313,M,None,1
53130,M,Gold,1
53131,M,None,1
53132,M,None,2
53133,F,None,1
53134,M,Gold,1
53135,M,None,1
53136,F,Gold,1
53137,M,None,1
53138,M,None,1
53139,F,None,1
5314,M,None,1
53140,F,None,1
53141,M,Silver,1
53142,M,None,1
53143,M,None,3
53144,M,Gold,3
53145,F,Silver,1
53146,M,None,1
53147,F,None,1
53148,F,None,1
53149,F,Bronze,1
5315,M,None,2
53150,M,None,1
53151,M,None,1
53152,M,None,1
53153,F,Gold,1
53154,M,Gold,1
53155,M,None,1
53156,F,Silver,3
53157,M,None,1
53159,M,None,2
5316,M,None,1
53160,F,None,1
53161,F,None,1
53162,M,Silver,1
53163,F,None,1
53164,M,Silver,1
53165,F,None,1
53166,M,None,1
53167,M,None,1
53168,M,Silver,1
53169,F,Gold,1
5317,M,None,1
53170,M,None,1
53171,M,Bronze,2
53172,M,None,1
53173,M,None,1
53174,M,None,1
53175,M,None,1
53176,F,Silver,2
53177,M,None,1
53178,F,Silver,3
53179,M,None,1
5318,M,None,1
53180,M,Gold,2
53181,M,None,1
53182,M,Bronze,1
53184,M,None,1
53185,M,None,1
53186,M,Gold,1
53187,M,None,2
53188,M,Gold,1
53189,M,Bronze,1
5319,M,None,1
53190,M,None,1
53191,M,None,1
53192,M,Gold,1
53193,M,None,1
53196,M,None,1
53197,M,None,1
53198,M,None,1
53199,M,None,1
532,M,None,3
5320,M,None,1
53200,M,None,2
53201,F,None,3
53202,F,Bronze,4
53203,M,None,1
53204,M,None,1
53205,M,Bronze,2
53206,M,None,2
53207,F,None,2
53208,F,Bronze,2
53209,M,None,1
5321,M,None,1
53210,M,None,1
53211,M,None,1
53212,M,None,1
53213,M,None,1
53214,F,None,5
53215,M,Bronze,1
53216,M,None,1
53217,M,None,1
53218,F,None,1
53219,M,None,1
5322,M,None,1
53220,M,Gold,1
53221,M,Silver,2
53222,M,None,1
53223,F,None,1
53224,M,None,1
53225,F,None,1
53226,M,None,1
53227,M,Gold,3
53228,F,Silver,2
53229,F,None,1
5323,M,None,1
53230,M,None,2
53231,F,None,1
53232,F,None,1
53233,M,None,1
53234,M,None,1
53235,M,None,1
53236,M,None,1
53237,M,None,1
53238,M,Gold,1
53239,M,None,1
5324,M,None,1
53242,M,None,1
53243,M,None,3
53244,M,None,1
53245,M,Gold,1
53246,M,None,1
53247,M,None,1
53248,M,None,1
53249,F,None,2
5325,M,Bronze,1
53250,M,None,1
53251,M,None,1
53253,M,None,1
53254,F,None,3
53255,F,None,2
53256,F,None,1
53257,F,None,1
53258,M,None,1
53259,F,None,3
5326,M,None,1
53260,M,None,1
53261,F,None,1
53262,F,None,2
53263,M,None,1
53264,M,None,1
53266,M,None,2
53267,M,None,1
53268,F,Silver,2
53269,M,Silver,1
5327,M,Gold,1
53270,F,None,1
53272,M,None,2
53273,M,None,1
53274,M,None,1
53275,M,Bronze,2
53276,M,None,2
53277,M,Silver,2
53278,M,None,1
53279,F,None,3
5328,M,None,1
53280,M,None,1
53281,M,Bronze,2
53283,M,Silver,2
53284,F,None,1
53285,M,None,1
53286,M,None,1
53287,M,Bronze,3
53288,F,None,1
53289,M,Bronze,1
5329,M,None,1
53291,M,Silver,1
53292,M,Bronze,1
53293,M,Gold,2
53294,M,None,1
53295,M,None,1
53296,M,None,1
53297,F,None,1
53298,F,None,1
53299,M,None,2
533,F,None,1
5330,M,None,1
53300,M,None,1
53301,M,Bronze,2
53302,M,None,1
53303,M,None,1
53304,M,Bronze,1
53305,M,Silver,2
53306,M,None,1
53307,F,None,3
53308,M,None,1
53309,F,None,1
5331,F,Gold,1
53310,F,None,1
53311,M,Gold,3
53312,M,None,1
53313,M,Gold,4
53314,F,None,2
53315,F,Bronze,1
53316,M,None,1
53318,M,None,1
53319,M,None,4
5332,F,None,2
53320,M,None,1
53321,M,None,1
53322,M,None,1
53323,M,None,2
53324,M,None,1
53325,M,Gold,5
53326,F,None,2
53327,F,None,1
53328,M,Bronze,1
53329,M,None,1
5333,M,None,1
53330,M,None,1
53331,M,None,1
53332,M,None,1
53333,M,None,1
53334,M,None,1
53335,F,Silver,1
53336,M,None,1
53337,F,None,2
53338,F,Silver,3
53339,M,Gold,1
53340,M,None,1
53341,M,Gold,1
53342,M,None,1
53343,M,None,2
53344,M,None,1
53345,F,None,1
53346,M,None,1
53347,F,None,1
53348,M,None,1
53349,F,None,1
5335,F,None,2
53350,F,Gold,2
53351,M,None,1
53352,M,Gold,2
53353,M,Silver,3
53354,M,None,1
53355,M,None,1
53356,M,None,1
53357,M,None,1
53358,F,None,1
53359,F,None,2
53360,M,None,1
53361,F,None,1
53362,M,None,2
53364,M,None,1
53365,M,None,2
53366,M,None,1
53367,F,None,1
53368,M,None,1
53369,M,None,1
5337,M,None,1
53370,M,None,1
53371,M,None,1
53372,M,None,1
53373,F,None,4
53374,M,None,1
53375,M,None,1
53376,M,Gold,4
53377,M,None,1
53378,F,None,1
53379,M,None,1
5338,M,None,2
53380,M,None,1
53381,M,None,1
53382,M,None,1
53383,M,Gold,2
53384,F,None,1
53385,M,None,1
53386,M,None,1
53387,M,None,1
53388,M,Gold,1
53389,F,None,1
5339,M,None,1
53390,M,Gold,1
53391,M,None,1
53392,M,Silver,1
53393,M,Silver,1
53394,M,None,1
53395,F,None,1
53396,M,None,3
53397,F,None,1
53398,M,None,1
53399,M,None,1
534,M,None,3
5340,F,None,1
53400,M,None,1
53401,M,Silver,2
53402,M,None,1
53403,M,None,2
53404,F,Silver,2
53405,M,None,1
53406,M,Silver,2
53407,M,None,2
53408,M,Gold,3
53409,F,Gold,3
5341,M,None,1
53410,M,None,1
53411,M,None,1
53412,M,None,1
53413,M,None,1
53414,M,Gold,4
53415,M,None,1
53416,M,None,1
53417,M,None,1
53418,M,None,3
53419,M,None,1
5342,M,Gold,2
53420,M,Bronze,2
53421,M,None,2
53423,M,Silver,1
53424,M,Gold,1
53425,M,None,1
53426,M,None,2
53427,F,None,1
53428,F,None,1
53429,F,None,3
5343,M,None,1
53430,M,None,2
53431,M,None,1
53432,M,None,2
53433,F,Bronze,2
53434,M,Silver,1
53435,M,None,1
53436,F,None,1
53437,M,None,2
53438,M,None,2
53439,M,None,2
5344,M,None,1
53440,M,Silver,2
53441,M,None,1
53442,M,None,1
53443,M,Gold,1
53444,M,None,2
53445,M,None,1
53446,F,None,1
53447,M,None,2
53449,M,None,4
5345,M,None,1
53450,F,None,1
53451,M,None,3
53452,M,None,2
53453,M,None,1
53454,M,None,1
53455,F,None,1
53456,M,None,1
53457,F,None,1
53458,M,None,1
53459,F,Bronze,2
5346,F,None,2
53460,M,None,1
53461,M,None,1
53462,M,None,2
53463,F,None,1
53465,F,None,2
53466,M,None,1
53467,F,None,1
53468,M,None,2
53469,F,None,1
5347,M,None,1
53470,M,None,1
53471,F,Silver,1
53472,M,None,1
53473,M,None,1
53474,M,None,1
53475,M,None,1
53476,M,None,2
53477,M,None,2
53478,M,Bronze,2
53479,M,None,1
5348,F,None,1
53480,M,None,1
53481,F,Silver,1
53482,M,None,1
53483,M,None,2
53485,M,Silver,1
53486,F,None,1
53487,F,None,1
53488,M,None,2
53489,M,None,1
53490,F,None,1
53491,M,None,1
53492,M,Gold,2
53493,M,Gold,1
53494,M,Gold,3
53495,M,Silver,1
53496,F,None,1
53497,F,None,1
53498,M,None,1
53499,F,None,1
535,M,None,2
5350,F,None,1
53500,M,Silver,1
53501,M,None,1
53502,M,None,1
53503,M,None,1
53504,M,None,1
53505,M,None,1
53506,M,None,1
53507,M,None,2
53508,M,None,1
53509,M,None,1
5351,F,None,1
53510,M,Gold,3
53511,M,None,1
53512,F,None,2
53513,M,Silver,1
53514,M,None,1
53515,F,None,2
53516,M,Bronze,2
53517,M,Bronze,1
53518,M,None,2
53519,F,Silver,1
5352,F,None,1
53520,M,Bronze,1
53521,F,None,1
53522,F,None,1
53523,F,None,1
53524,M,None,1
53525,M,None,1
53526,M,None,1
53527,F,None,1
53528,M,Gold,1
53529,M,None,1
5353,F,Silver,6
53530,M,Silver,1
53531,M,None,3
53532,F,None,1
53533,F,None,2
53534,M,None,1
53535,M,Silver,1
53536,F,None,3
53537,F,None,1
53538,M,None,1
53539,M,None,1
5354,M,None,1
53540,F,None,1
53541,M,None,1
53542,M,Silver,1
53543,M,None,1
53544,F,None,1
53545,M,None,1
53546,M,None,1
53547,M,Bronze,4
53548,M,None,1
53549,M,None,1
5355,M,Gold,2
53550,M,None,2
53551,M,None,1
53552,M,None,1
53553,M,Silver,2
53554,M,None,1
53555,M,None,2
53556,M,Gold,1
53557,M,Gold,1
53558,M,None,3
53559,M,None,3
5356,M,None,2
53561,M,Silver,1
53562,M,None,3
53563,F,None,2
53564,F,None,1
53565,M,None,2
53566,M,None,2
53567,M,None,1
53568,M,None,1
53569,F,None,1
5357,M,None,1
53570,M,None,1
53571,M,None,1
53572,M,None,1
53573,M,None,1
53574,M,None,1
53575,M,None,1
53576,M,None,1
53577,M,None,1
53578,M,None,1
53579,M,None,1
5358,M,None,2
53580,M,None,4
53581,M,None,1
53582,M,None,1
53583,M,Silver,3
53584,M,None,2
53585,M,None,1
53586,F,None,1
53587,M,None,2
53588,F,None,2
53589,M,None,1
5359,M,None,1
53590,M,None,2
53591,F,None,2
53592,M,Bronze,2
53593,F,None,1
53594,M,Gold,1
53595,M,None,1
53596,M,None,1
53598,M,None,1
53599,M,None,2
536,M,None,1
5360,M,None,2
53600,F,Silver,4
53601,M,None,1
53602,M,None,2
53603,M,None,1
53604,M,None,1
53605,M,None,1
53606,M,None,1
53607,M,None,1
53608,M,Silver,1
53609,M,None,2
5361,M,None,1
53610,M,None,1
53611,F,None,1
53612,M,Silver,1
53613,F,Silver,3
53614,F,None,1
53615,M,None,1
53616,M,None,1
53617,F,None,1
53618,F,None,2
53619,F,None,1
5362,M,None,1
53620,F,Silver,1
53621,F,Bronze,1
53622,M,None,1
53623,M,None,1
53624,M,None,1
53626,M,None,2
53627,M,Silver,2
53628,F,None,1
53629,F,None,1
5363,M,Bronze,1
53630,F,Gold,1
53631,M,None,3
53632,M,None,1
53633,F,None,1
53634,F,Gold,3
53635,F,None,1
53636,F,Bronze,1
53637,F,Gold,1
53638,M,Silver,1
53639,F,None,1
5364,M,None,2
53640,M,None,1
53641,M,Bronze,1
53642,M,Silver,3
53643,M,None,1
53644,M,None,1
53645,F,Silver,1
53646,F,None,3
53647,M,None,2
53648,F,None,2
53649,M,Bronze,1
5365,M,None,1
53650,F,None,1
53651,M,None,1
53652,M,None,2
53653,M,None,1
53654,M,Gold,1
53655,M,None,2
53656,M,None,2
53657,M,Gold,3
53658,M,None,2
53659,F,None,1
5366,F,Bronze,3
53660,M,None,1
53661,F,None,1
53662,M,None,2
53663,M,None,1
53664,M,Silver,3
53665,M,None,2
53666,F,None,1
53667,M,None,2
53668,M,Silver,2
53669,M,None,1
5367,M,None,1
53670,M,None,1
53671,M,None,1
53672,F,Bronze,1
53673,M,None,1
53674,M,None,2
53675,M,Bronze,1
53676,M,None,2
53677,F,Bronze,1
53678,M,None,1
53679,M,None,1
5368,M,None,1
53680,M,None,1
53681,M,None,2
53682,M,None,1
53683,M,None,1
53684,M,None,1
53685,M,None,1
53686,M,None,1
53688,M,Gold,2
53689,M,None,1
5369,M,None,1
53690,M,None,1
53691,M,None,2
53692,F,None,1
53693,F,None,1
53694,M,None,1
53695,M,None,1
53696,M,None,2
53697,F,Bronze,3
53698,M,None,1
53699,M,None,1
537,F,None,1
5370,F,None,2
53700,F,None,1
53701,F,None,4
53702,F,Gold,2
53703,M,None,1
53704,M,Gold,3
53705,M,None,1
53706,M,None,1
53707,M,None,1
53708,M,None,1
53709,M,None,1
53710,F,None,1
53711,M,Bronze,1
53712,M,None,1
53713,M,None,1
53714,M,None,1
53715,M,Bronze,3
53716,M,None,3
53717,M,None,1
53718,M,None,2
53719,M,None,1
5372,F,None,1
53721,F,None,1
53722,M,None,1
53723,M,None,1
53724,M,None,1
53725,M,Bronze,1
53726,M,Silver,1
53727,M,None,1
53728,M,Gold,1
53729,M,None,2
5373,M,Bronze,1
53730,M,Bronze,3
53731,M,None,1
53732,M,None,1
53733,F,Bronze,3
53734,F,None,1
53735,F,None,3
53736,F,None,1
53737,M,None,3
53738,M,Bronze,2
53739,M,None,1
5374,M,None,1
53741,F,None,1
53742,M,None,3
53743,M,None,2
53744,M,None,2
53745,M,None,1
53746,F,None,2
53747,M,None,1
53748,M,None,1
53749,M,None,2
5375,M,None,2
53750,M,None,1
53751,M,None,1
53752,F,None,3
53754,M,None,1
53755,M,Bronze,4
53756,M,None,1
53757,M,Gold,1
53758,M,None,1
5376,M,None,1
53760,M,None,1
53761,M,None,1
53762,F,None,1
53763,M,Gold,4
53764,M,None,3
53765,M,None,1
53766,M,None,1
53767,M,None,1
53769,M,Silver,1
5377,M,Bronze,1
53770,M,None,1
53771,M,None,1
53772,M,Bronze,1
53773,F,None,2
53774,M,None,1
53775,F,None,2
53776,F,None,1
53777,M,Bronze,1
53778,M,Gold,1
53779,M,Gold,3
5378,F,None,1
53780,M,None,1
53781,M,Silver,2
53782,M,None,3
53783,M,None,1
53784,M,None,1
53785,M,None,2
53786,M,Silver,1
53787,M,None,3
53788,M,Bronze,2
53789,F,None,1
5379,F,None,1
53790,F,None,1
53791,F,None,1
53792,M,None,1
53793,M,None,1
53794,M,Gold,3
53795,M,None,1
53797,M,Silver,1
53798,F,Silver,2
53799,M,None,1
538,M,None,1
5380,M,Gold,1
53800,M,None,1
53801,M,None,1
53803,F,None,1
53804,M,None,1
53805,F,None,1
53806,M,None,1
5381,F,None,1
53810,M,None,1
53811,M,None,1
53812,M,None,1
53813,M,None,1
53814,M,Silver,1
53815,M,None,1
53816,M,None,2
53817,M,None,2
53818,F,None,1
53819,M,None,1
5382,M,None,1
53820,M,None,1
53821,M,Bronze,1
53822,M,Silver,2
53823,M,None,1
53824,M,None,2
53825,M,Bronze,1
53826,M,None,1
53827,M,None,2
53828,M,Gold,2
53829,M,None,1
5383,M,None,1
53830,M,Silver,3
53831,F,Silver,2
53832,M,None,1
53833,M,Bronze,2
53834,M,None,1
53835,M,Bronze,2
53836,M,None,1
53837,M,None,1
53838,M,None,1
53839,M,None,2
5384,M,None,1
53840,M,None,2
53841,M,Silver,1
53842,M,Silver,1
53843,M,Silver,1
53844,F,None,1
53845,M,None,1
53846,F,None,1
53847,M,Bronze,4
53848,M,None,3
53849,M,None,1
5385,M,None,1
53850,F,None,1
53851,M,None,1
53852,M,None,2
53853,M,None,1
53854,M,None,1
53855,M,Bronze,4
53857,F,None,3
53858,F,None,1
53859,M,None,3
53860,M,None,1
53861,F,Gold,2
53862,F,None,1
53863,M,None,1
53864,M,None,1
53865,M,None,1
53866,M,None,1
53867,F,Gold,3
5387,M,None,1
53870,M,None,3
53871,F,None,2
53872,M,None,1
53873,M,None,1
53874,M,None,1
53875,M,None,1
53876,M,None,1
53877,M,None,1
53878,M,Bronze,1
53879,M,None,1
5388,M,Silver,1
53880,M,None,1
53881,M,None,1
53882,M,None,2
53883,F,None,1
53884,M,Gold,1
53885,M,None,1
53886,M,None,5
53887,M,None,1
53888,F,None,1
53889,F,None,2
5389,M,None,2
53890,F,Bronze,1
53891,F,None,1
53892,M,None,2
53893,F,None,2
53894,M,Bronze,2
53895,M,None,1
53896,M,None,1
53897,M,None,2
53899,M,None,1
539,M,None,2
5390,F,None,1
53900,M,None,1
53901,M,None,1
53902,M,None,3
53903,M,None,1
53904,M,Silver,2
53905,M,None,2
53906,M,None,1
53907,F,None,2
53909,M,None,1
5391,M,Bronze,2
53910,F,None,1
53911,F,None,1
53912,M,Silver,1
53913,M,Bronze,1
53916,M,Gold,1
53917,M,None,2
53918,M,None,1
53919,M,None,1
5392,M,None,1
53920,F,None,1
53921,M,None,1
53922,M,None,1
53923,F,None,3
53926,F,Gold,1
53927,M,None,2
53928,F,None,1
53929,M,None,1
5393,F,None,3
53930,M,None,1
53931,M,None,1
53932,M,None,2
53933,F,None,4
53934,M,None,1
53936,M,None,1
53937,M,None,1
53938,M,None,2
53939,M,None,2
5394,M,None,1
53940,M,None,4
53943,M,None,1
53944,F,Bronze,2
53945,M,Bronze,2
53946,M,None,1
53947,M,None,1
53948,F,None,1
53949,M,None,1
5395,F,None,1
53950,M,None,1
53951,M,None,1
53952,M,None,2
53953,M,Silver,1
53954,M,Gold,1
53955,F,None,1
53956,M,None,2
53957,M,None,1
53958,M,Silver,3
53959,M,None,1
5396,M,Gold,1
53960,M,None,1
53961,M,None,3
53962,M,None,1
53963,M,Gold,2
53964,F,None,1
53965,M,None,2
53966,M,Gold,3
53967,M,None,1
53968,F,None,2
53969,F,None,2
5397,F,None,1
53970,M,Gold,1
53972,M,None,1
53973,M,Gold,3
53974,M,None,1
53975,M,None,1
53976,M,None,1
53977,M,None,1
53978,M,None,1
53979,M,Silver,2
5398,M,None,1
53980,M,None,2
53981,M,None,1
53982,F,None,1
53983,M,None,2
53984,F,None,1
53985,M,None,1
53986,F,Gold,1
53987,M,None,1
53988,M,None,1
53989,M,None,1
5399,M,None,2
53990,M,None,1
53991,F,None,5
53992,M,None,1
53993,F,None,5
53994,M,None,1
53995,M,Bronze,4
53996,M,None,1
53997,M,None,1
53998,F,None,1
53999,F,None,1
540,M,None,1
5400,M,None,1
54000,M,None,2
54001,M,Bronze,1
54002,M,None,1
54003,M,None,1
54004,M,None,1
54005,M,None,1
54006,M,Bronze,2
54007,M,None,4
54008,M,None,1
54009,M,None,3
5401,F,None,1
54010,M,None,3
54011,F,None,1
54012,F,None,2
54013,M,None,2
54014,M,Silver,1
54015,M,None,1
54016,M,None,1
54017,F,Bronze,1
54018,M,None,2
54019,M,None,1
5402,M,None,1
54020,M,None,1
54022,F,None,1
54023,M,None,1
54024,M,None,1
54025,M,None,1
54027,M,Gold,1
54028,M,Gold,2
54030,M,None,1
54031,M,None,1
54032,M,Bronze,2
54033,F,None,1
54035,M,None,1
54036,M,None,1
54037,F,None,1
54038,M,Silver,1
54039,F,None,1
5404,M,None,2
54040,F,None,1
54041,M,Gold,3
54042,F,None,1
54043,M,Gold,1
54044,F,Gold,1
54045,M,None,1
54046,M,None,1
54047,M,Silver,1
54048,M,None,1
54049,M,None,1
5405,M,None,2
54050,M,Bronze,1
54051,F,None,1
54052,M,Bronze,1
54053,M,None,2
54054,M,None,1
54055,M,None,1
54056,F,None,1
54057,F,None,1
54058,F,None,1
54059,M,None,2
5406,F,None,2
54060,M,None,1
54061,F,None,3
54062,M,None,3
54063,M,None,3
54064,M,None,1
54065,M,None,1
54066,M,None,1
54067,F,None,2
54068,F,None,2
54069,M,None,1
5407,M,None,2
54070,M,None,1
54071,M,None,2
54072,M,None,1
54073,M,None,2
54074,M,Silver,5
54075,F,None,1
54078,M,None,1
54079,M,Gold,1
5408,F,None,1
54080,F,None,1
54081,F,Silver,3
54082,F,None,2
54085,M,Bronze,2
54086,M,None,4
54087,M,Bronze,1
54088,M,None,1
54089,M,None,1
5409,M,None,1
54090,M,None,1
54091,M,Gold,3
54092,M,None,2
54093,M,None,1
54094,M,Silver,3
54095,M,Silver,1
54096,M,None,1
54097,M,None,2
54098,M,None,1
54099,F,None,1
541,M,None,1
5410,M,None,2
54100,M,None,1
54101,F,None,1
